"Year","Cambium.GEA","Source","Fraction"
2038,"SRMVc","Coal",0
2039,"SRMVc","Coal",0
2040,"SRMVc","Coal",0
2041,"SRMVc","Coal",0
2042,"SRMVc","Coal",0
2043,"SRMVc","Coal",0
2044,"SRMVc","Coal",0
2045,"SRMVc","Coal",0
2046,"SRMVc","Coal",0
2047,"SRMVc","Coal",0
2048,"SRMVc","Coal",0
2049,"SRMVc","Coal",0
2050,"SRMVc","Coal",0
2022,"SRMWc","Coal",0.500212892111529
2023,"SRMWc","Coal",0.500212892111529
2024,"SRMWc","Coal",0.500212892111529
2025,"SRMWc","Coal",0.416822078424741
2026,"SRMWc","Coal",0.333431264737954
2027,"SRMWc","Coal",0.251467574843465
2028,"SRMWc","Coal",0.169503884948977
2029,"SRMWc","Coal",0.147293506792008
2030,"SRMWc","Coal",0.125083128635039
2031,"SRMWc","Coal",0.100066502908031
2032,"SRMWc","Coal",0.0750498771810235
2033,"SRMWc","Coal",0.0500332514540157
2034,"SRMWc","Coal",0.0250166257270078
2035,"SRMWc","Coal",0
2036,"SRMWc","Coal",0
2037,"SRMWc","Coal",0
2038,"SRMWc","Coal",0
2039,"SRMWc","Coal",0
2040,"SRMWc","Coal",0
2041,"SRMWc","Coal",0
2042,"SRMWc","Coal",0
2043,"SRMWc","Coal",0
2044,"SRMWc","Coal",0
2045,"SRMWc","Coal",0
2046,"SRMWc","Coal",0
2047,"SRMWc","Coal",0
2048,"SRMWc","Coal",0
2049,"SRMWc","Coal",0
2050,"SRMWc","Coal",0
2022,"SRSOc","Coal",0.168156978500275
2023,"SRSOc","Coal",0.168156978500275
2024,"SRSOc","Coal",0.168156978500275
2025,"SRSOc","Coal",0.156406201625103
2026,"SRSOc","Coal",0.14465542474993
2027,"SRSOc","Coal",0.143465414753732
2028,"SRSOc","Coal",0.142275404757533
2029,"SRSOc","Coal",0.144574968682338
2030,"SRSOc","Coal",0.146874532607142
2031,"SRSOc","Coal",0.117499626085713
2032,"SRSOc","Coal",0.088124719564285
2033,"SRSOc","Coal",0.0587498130428567
2034,"SRSOc","Coal",0.0293749065214283
2035,"SRSOc","Coal",0
2036,"SRSOc","Coal",0
2037,"SRSOc","Coal",0
2038,"SRSOc","Coal",0
2039,"SRSOc","Coal",0
2040,"SRSOc","Coal",0
2041,"SRSOc","Coal",0
2042,"SRSOc","Coal",0
2043,"SRSOc","Coal",0
2044,"SRSOc","Coal",0
2045,"SRSOc","Coal",0
2046,"SRSOc","Coal",0
2047,"SRSOc","Coal",0
2048,"SRSOc","Coal",0
2049,"SRSOc","Coal",0
2050,"SRSOc","Coal",0
2022,"SRTVc","Coal",0.403752774508819
2023,"SRTVc","Coal",0.403752774508819
2024,"SRTVc","Coal",0.403752774508819
2025,"SRTVc","Coal",0.36392671068741
2026,"SRTVc","Coal",0.324100646866001
2027,"SRTVc","Coal",0.291388715880812
2028,"SRTVc","Coal",0.258676784895623
2029,"SRTVc","Coal",0.253835915649703
2030,"SRTVc","Coal",0.248995046403784
2031,"SRTVc","Coal",0.201064304172674
2032,"SRTVc","Coal",0.153133561941565
2033,"SRTVc","Coal",0.105202819710456
2034,"SRTVc","Coal",0.0572720774793469
2035,"SRTVc","Coal",0.00934133524823774
2036,"SRTVc","Coal",0.00852222442191202
2037,"SRTVc","Coal",0.0077031135955863
2038,"SRTVc","Coal",0.00688400276926058
2039,"SRTVc","Coal",0.00606489194293486
2040,"SRTVc","Coal",0.00524578111660914
2041,"SRTVc","Coal",0.00505464920814506
2042,"SRTVc","Coal",0.00486351729968098
2043,"SRTVc","Coal",0.0046723853912169
2044,"SRTVc","Coal",0.00448125348275282
