"Year","Cambium.GEA","Source","Fraction"
2034,"SRMVc","Coal",0.0919184225947395
2035,"SRMVc","Coal",0.101428281921677
2036,"SRMVc","Coal",0.096617973523964
2037,"SRMVc","Coal",0.0918076651262509
2038,"SRMVc","Coal",0.0869973567285378
2039,"SRMVc","Coal",0.0821870483308247
2040,"SRMVc","Coal",0.0773767399331116
2041,"SRMVc","Coal",0.0668256026933609
2042,"SRMVc","Coal",0.0562744654536102
2043,"SRMVc","Coal",0.0457233282138595
2044,"SRMVc","Coal",0.0351721909741088
2045,"SRMVc","Coal",0.0246210537343581
2046,"SRMVc","Coal",0.0201793775307645
2047,"SRMVc","Coal",0.015737701327171
2048,"SRMVc","Coal",0.0112960251235774
2049,"SRMVc","Coal",0.00685434891998385
2050,"SRMVc","Coal",0.00241267271639029
2022,"SRMWc","Coal",0.7468935205481
2023,"SRMWc","Coal",0.7468935205481
2024,"SRMWc","Coal",0.7468935205481
2025,"SRMWc","Coal",0.870324380835203
2026,"SRMWc","Coal",0.993755241122306
2027,"SRMWc","Coal",0.496877620561153
2028,"SRMWc","Coal",0
2029,"SRMWc","Coal",0.0685181976681958
2030,"SRMWc","Coal",0.137036395336392
2031,"SRMWc","Coal",0.168782509346018
2032,"SRMWc","Coal",0.200528623355644
2033,"SRMWc","Coal",0.232274737365271
2034,"SRMWc","Coal",0.264020851374897
2035,"SRMWc","Coal",0.295766965384523
2036,"SRMWc","Coal",0.250397446872093
2037,"SRMWc","Coal",0.205027928359663
2038,"SRMWc","Coal",0.159658409847233
2039,"SRMWc","Coal",0.114288891334803
2040,"SRMWc","Coal",0.0689193728223725
2041,"SRMWc","Coal",0.055135498257898
2042,"SRMWc","Coal",0.0413516236934235
2043,"SRMWc","Coal",0.027567749128949
2044,"SRMWc","Coal",0.0137838745644745
2045,"SRMWc","Coal",0
2046,"SRMWc","Coal",0.000538390778879809
2047,"SRMWc","Coal",0.00107678155775962
2048,"SRMWc","Coal",0.00161517233663943
2049,"SRMWc","Coal",0.00215356311551924
2050,"SRMWc","Coal",0.00269195389439905
2022,"SRSOc","Coal",0.462168558323083
2023,"SRSOc","Coal",0.462168558323083
2024,"SRSOc","Coal",0.462168558323083
2025,"SRSOc","Coal",0.628336127823051
2026,"SRSOc","Coal",0.79450369732302
2027,"SRSOc","Coal",0.806269455272468
2028,"SRSOc","Coal",0.818035213221917
2029,"SRSOc","Coal",0.547076811450021
2030,"SRSOc","Coal",0.276118409678125
2031,"SRSOc","Coal",0.247927163533711
2032,"SRSOc","Coal",0.219735917389297
2033,"SRSOc","Coal",0.191544671244883
2034,"SRSOc","Coal",0.163353425100469
2035,"SRSOc","Coal",0.135162178956055
2036,"SRSOc","Coal",0.126782924978176
2037,"SRSOc","Coal",0.118403671000296
2038,"SRSOc","Coal",0.110024417022417
2039,"SRSOc","Coal",0.101645163044537
2040,"SRSOc","Coal",0.0932659090666577
2041,"SRSOc","Coal",0.0874590876908837
2042,"SRSOc","Coal",0.0816522663151098
2043,"SRSOc","Coal",0.0758454449393358
2044,"SRSOc","Coal",0.0700386235635618
2045,"SRSOc","Coal",0.0642318021877878
2046,"SRSOc","Coal",0.0543261933775835
2047,"SRSOc","Coal",0.0444205845673793
2048,"SRSOc","Coal",0.034514975757175
2049,"SRSOc","Coal",0.0246093669469707
2050,"SRSOc","Coal",0.0147037581367664
2022,"SRTVc","Coal",0.331848680573413
2023,"SRTVc","Coal",0.331848680573413
2024,"SRTVc","Coal",0.331848680573413
2025,"SRTVc","Coal",0.289094587614874
2026,"SRTVc","Coal",0.246340494656335
2027,"SRTVc","Coal",0.134312535258762
2028,"SRTVc","Coal",0.0222845758611888
2029,"SRTVc","Coal",0.0660398416140328
2030,"SRTVc","Coal",0.109795107366877
2031,"SRTVc","Coal",0.123563988254812
2032,"SRTVc","Coal",0.137332869142747
2033,"SRTVc","Coal",0.151101750030681
2034,"SRTVc","Coal",0.164870630918616
2035,"SRTVc","Coal",0.178639511806551
2036,"SRTVc","Coal",0.160664545468096
2037,"SRTVc","Coal",0.142689579129641
2038,"SRTVc","Coal",0.124714612791187
2039,"SRTVc","Coal",0.106739646452732
2040,"SRTVc","Coal",0.0887646801142771
2041,"SRTVc","Coal",0.100190798752622
2042,"SRTVc","Coal",0.111616917390967
2043,"SRTVc","Coal",0.123043036029312
2044,"SRTVc","Coal",0.134469154667656
2045,"SRTVc","Coal",0.145895273306001
2046,"SRTVc","Coal",0.122818570405236
2047,"SRTVc","Coal",0.0997418675044708
2048,"SRTVc","Coal",0.0766651646037056
2049,"SRTVc","Coal",0.0535884617029403
2050,"SRTVc","Coal",0.0305117588021751
2022,"SRVCc","Coal",0.349697008135112
2023,"SRVCc","Coal",0.349697008135112
2024,"SRVCc","Coal",0.349697008135112
2025,"SRVCc","Coal",0.387864915504649
2026,"SRVCc","Coal",0.426032822874186
2027,"SRVCc","Coal",0.442485882386154
2028,"SRVCc","Coal",0.458938941898122
2029,"SRVCc","Coal",0.234063413672497
2030,"SRVCc","Coal",0.00918788544687176
2031,"SRVCc","Coal",0.0447565631272261
2032,"SRVCc","Coal",0.0803252408075804
2033,"SRVCc","Coal",0.115893918487935
2034,"SRVCc","Coal",0.151462596168289
2035,"SRVCc","Coal",0.187031273848643
2036,"SRVCc","Coal",0.16758385317557
2037,"SRVCc","Coal",0.148136432502496
2038,"SRVCc","Coal",0.128689011829422
2039,"SRVCc","Coal",0.109241591156348
2040,"SRVCc","Coal",0.0897941704832748
2041,"SRVCc","Coal",0.0840033746496289
2042,"SRVCc","Coal",0.078212578815983
2043,"SRVCc","Coal",0.0724217829823371
2044,"SRVCc","Coal",0.0666309871486912
2045,"SRVCc","Coal",0.0608401913150453
2046,"SRVCc","Coal",0.0519684786917698
2047,"SRVCc","Coal",0.0430967660684943
2048,"SRVCc","Coal",0.0342250534452188
2049,"SRVCc","Coal",0.0253533408219432
2050,"SRVCc","Coal",0.0164816281986677
2022,"AZNMc","Natural Gas",0
2023,"AZNMc","Natural Gas",0
2024,"AZNMc","Natural Gas",0
2025,"AZNMc","Natural Gas",0
2026,"AZNMc","Natural Gas",0
2027,"AZNMc","Natural Gas",0.138991280961615
2028,"AZNMc","Natural Gas",0.27798256192323
2029,"AZNMc","Natural Gas",0.138991280961615
2030,"AZNMc","Natural Gas",0
2031,"AZNMc","Natural Gas",0.00751681766727805
2032,"AZNMc","Natural Gas",0.0150336353345561
2033,"AZNMc","Natural Gas",0.0225504530018341
2034,"AZNMc","Natural Gas",0.0300672706691122
2035,"AZNMc","Natural Gas",0.0375840883363902
2036,"AZNMc","Natural Gas",0.0539586504545456
2037,"AZNMc","Natural Gas",0.070333212572701
2038,"AZNMc","Natural Gas",0.0867077746908564
2039,"AZNMc","Natural Gas",0.103082336809012
2040,"AZNMc","Natural Gas",0.119456898927167
2041,"AZNMc","Natural Gas",0.123406949468392
2042,"AZNMc","Natural Gas",0.127357000009618
2043,"AZNMc","Natural Gas",0.131307050550843
2044,"AZNMc","Natural Gas",0.135257101092068
2045,"AZNMc","Natural Gas",0.139207151633294
2046,"AZNMc","Natural Gas",0.119554082341198
2047,"AZNMc","Natural Gas",0.0999010130491031
2048,"AZNMc","Natural Gas",0.0802479437570078
2049,"AZNMc","Natural Gas",0.0605948744649125
2050,"AZNMc","Natural Gas",0.0409418051728172
2022,"CAMXc","Natural Gas",0.604469510638701
2023,"CAMXc","Natural Gas",0.604469510638701
2024,"CAMXc","Natural Gas",0.604469510638701
2025,"CAMXc","Natural Gas",0.302234755319351
2026,"CAMXc","Natural Gas",0
2027,"CAMXc","Natural Gas",0.0629267835278149
2028,"CAMXc","Natural Gas",0.12585356705563
2029,"CAMXc","Natural Gas",0.0629267835278149
2030,"CAMXc","Natural Gas",0
2031,"CAMXc","Natural Gas",0.0167632213152931
2032,"CAMXc","Natural Gas",0.0335264426305863
2033,"CAMXc","Natural Gas",0.0502896639458794
2034,"CAMXc","Natural Gas",0.0670528852611725
2035,"CAMXc","Natural Gas",0.0838161065764657
2036,"CAMXc","Natural Gas",0.0805273565184934
2037,"CAMXc","Natural Gas",0.0772386064605211
2038,"CAMXc","Natural Gas",0.0739498564025488
2039,"CAMXc","Natural Gas",0.0706611063445765
2040,"CAMXc","Natural Gas",0.0673723562866043
2041,"CAMXc","Natural Gas",0.0637971675755086
2042,"CAMXc","Natural Gas",0.060221978864413
2043,"CAMXc","Natural Gas",0.0566467901533174
2044,"CAMXc","Natural Gas",0.0530716014422217
2045,"CAMXc","Natural Gas",0.0494964127311261
2046,"CAMXc","Natural Gas",0.0435947990267131
2047,"CAMXc","Natural Gas",0.0376931853223001
2048,"CAMXc","Natural Gas",0.0317915716178871
2049,"CAMXc","Natural Gas",0.0258899579134741
2050,"CAMXc","Natural Gas",0.0199883442090611
2022,"ERCTc","Natural Gas",0.0822739120272011
2023,"ERCTc","Natural Gas",0.0822739120272011
2024,"ERCTc","Natural Gas",0.0822739120272011
