"Year","Cambium.GEA","Source","Fraction"
2030,"RFCWc","Coal",0.104686536057133
2031,"RFCWc","Coal",0.0954244126253246
2032,"RFCWc","Coal",0.0861622891935163
2033,"RFCWc","Coal",0.076900165761708
2034,"RFCWc","Coal",0.0676380423298997
2035,"RFCWc","Coal",0.0583759188980914
2036,"RFCWc","Coal",0.05213664401479
2037,"RFCWc","Coal",0.0458973691314887
2038,"RFCWc","Coal",0.0396580942481874
2039,"RFCWc","Coal",0.033418819364886
2040,"RFCWc","Coal",0.0271795444815847
2041,"RFCWc","Coal",0.0270752211520013
2042,"RFCWc","Coal",0.026970897822418
2043,"RFCWc","Coal",0.0268665744928346
2044,"RFCWc","Coal",0.0267622511632512
2045,"RFCWc","Coal",0.0266579278336679
2046,"RFCWc","Coal",0.0252813029973222
2047,"RFCWc","Coal",0.0239046781609766
2048,"RFCWc","Coal",0.0225280533246309
2049,"RFCWc","Coal",0.0211514284882853
2050,"RFCWc","Coal",0.0197748036519396
2022,"RMPAc","Coal",0.449134172025757
2023,"RMPAc","Coal",0.449134172025757
2024,"RMPAc","Coal",0.449134172025757
2025,"RMPAc","Coal",0.397433650764111
2026,"RMPAc","Coal",0.345733129502464
2027,"RMPAc","Coal",0.255168610213127
2028,"RMPAc","Coal",0.16460409092379
2029,"RMPAc","Coal",0.116744656416983
2030,"RMPAc","Coal",0.068885221910176
2031,"RMPAc","Coal",0.0669628052344369
2032,"RMPAc","Coal",0.0650403885586979
2033,"RMPAc","Coal",0.0631179718829588
2034,"RMPAc","Coal",0.0611955552072197
2035,"RMPAc","Coal",0.0592731385314807
2036,"RMPAc","Coal",0.0557023176387515
2037,"RMPAc","Coal",0.0521314967460223
2038,"RMPAc","Coal",0.0485606758532931
2039,"RMPAc","Coal",0.0449898549605638
2040,"RMPAc","Coal",0.0414190340678346
2041,"RMPAc","Coal",0.0365114988408098
2042,"RMPAc","Coal",0.0316039636137849
2043,"RMPAc","Coal",0.02669642838676
2044,"RMPAc","Coal",0.0217888931597351
2045,"RMPAc","Coal",0.0168813579327102
2046,"RMPAc","Coal",0.0174382559988857
2047,"RMPAc","Coal",0.0179951540650612
2048,"RMPAc","Coal",0.0185520521312366
2049,"RMPAc","Coal",0.0191089501974121
2050,"RMPAc","Coal",0.0196658482635876
2022,"SPNOc","Coal",0.335129340424449
2023,"SPNOc","Coal",0.335129340424449
2024,"SPNOc","Coal",0.335129340424449
2025,"SPNOc","Coal",0.256489837774277
2026,"SPNOc","Coal",0.177850335124106
2027,"SPNOc","Coal",0.1295951222976
2028,"SPNOc","Coal",0.0813399094710943
2029,"SPNOc","Coal",0.0701445597542058
2030,"SPNOc","Coal",0.0589492100373173
2031,"SPNOc","Coal",0.0569673613026329
2032,"SPNOc","Coal",0.0549855125679485
2033,"SPNOc","Coal",0.0530036638332641
2034,"SPNOc","Coal",0.0510218150985797
2035,"SPNOc","Coal",0.0490399663638953
2036,"SPNOc","Coal",0.0461270396334378
2037,"SPNOc","Coal",0.0432141129029803
2038,"SPNOc","Coal",0.0403011861725229
2039,"SPNOc","Coal",0.0373882594420654
2040,"SPNOc","Coal",0.0344753327116079
2041,"SPNOc","Coal",0.0314752217538054
2042,"SPNOc","Coal",0.0284751107960028
2043,"SPNOc","Coal",0.0254749998382002
2044,"SPNOc","Coal",0.0224748888803976
2045,"SPNOc","Coal",0.0194747779225951
2046,"SPNOc","Coal",0.0187599965017893
2047,"SPNOc","Coal",0.0180452150809835
2048,"SPNOc","Coal",0.0173304336601777
2049,"SPNOc","Coal",0.0166156522393718
2050,"SPNOc","Coal",0.015900870818566
2022,"SPSOc","Coal",0.0384781570654312
2023,"SPSOc","Coal",0.0384781570654312
2024,"SPSOc","Coal",0.0384781570654312
2025,"SPSOc","Coal",0.030840166433424
2026,"SPSOc","Coal",0.0232021758014167
2027,"SPSOc","Coal",0.0156393937980715
2028,"SPSOc","Coal",0.0080766117947263
2029,"SPSOc","Coal",0.00748724929711173
2030,"SPSOc","Coal",0.00689788679949715
2031,"SPSOc","Coal",0.00655413605350567
2032,"SPSOc","Coal",0.00621038530751419
2033,"SPSOc","Coal",0.0058666345615227
2034,"SPSOc","Coal",0.00552288381553122
2035,"SPSOc","Coal",0.00517913306953973
2036,"SPSOc","Coal",0.00468936986897296
2037,"SPSOc","Coal",0.00419960666840619
2038,"SPSOc","Coal",0.00370984346783942
2039,"SPSOc","Coal",0.00322008026727265
2040,"SPSOc","Coal",0.00273031706670588
2041,"SPSOc","Coal",0.00263933180930917
2042,"SPSOc","Coal",0.00254834655191247
2043,"SPSOc","Coal",0.00245736129451576
2044,"SPSOc","Coal",0.00236637603711906
2045,"SPSOc","Coal",0.00227539077972235
2046,"SPSOc","Coal",0.00305363531264766
2047,"SPSOc","Coal",0.00383187984557296
2048,"SPSOc","Coal",0.00461012437849827
2049,"SPSOc","Coal",0.00538836891142357
2050,"SPSOc","Coal",0.00616661344434888
2022,"SRMVc","Coal",0.0970539609495328
2023,"SRMVc","Coal",0.0970539609495328
2024,"SRMVc","Coal",0.0970539609495328
2025,"SRMVc","Coal",0.0902408386322551
2026,"SRMVc","Coal",0.0834277163149774
2027,"SRMVc","Coal",0.0622643877824319
2028,"SRMVc","Coal",0.0411010592498865
2029,"SRMVc","Coal",0.0376290185248725
2030,"SRMVc","Coal",0.0341569777998585
2031,"SRMVc","Coal",0.0326622042876508
2032,"SRMVc","Coal",0.031167430775443
2033,"SRMVc","Coal",0.0296726572632352
2034,"SRMVc","Coal",0.0281778837510274
2035,"SRMVc","Coal",0.0266831102388197
2036,"SRMVc","Coal",0.0242713691034699
2037,"SRMVc","Coal",0.0218596279681201
2038,"SRMVc","Coal",0.0194478868327703
2039,"SRMVc","Coal",0.0170361456974205
2040,"SRMVc","Coal",0.0146244045620707
2041,"SRMVc","Coal",0.013593953688386
2042,"SRMVc","Coal",0.0125635028147014
2043,"SRMVc","Coal",0.0115330519410168
2044,"SRMVc","Coal",0.0105026010673322
2045,"SRMVc","Coal",0.00947215019364757
2046,"SRMVc","Coal",0.0122518194042905
2047,"SRMVc","Coal",0.0150314886149334
2048,"SRMVc","Coal",0.0178111578255763
2049,"SRMVc","Coal",0.0205908270362192
2050,"SRMVc","Coal",0.0233704962468621
2022,"SRMWc","Coal",0.500259534381704
2023,"SRMWc","Coal",0.500259534381704
2024,"SRMWc","Coal",0.500259534381704
2025,"SRMWc","Coal",0.476501861296537
2026,"SRMWc","Coal",0.45274418821137
2027,"SRMWc","Coal",0.319973256937233
2028,"SRMWc","Coal",0.187202325663097
2029,"SRMWc","Coal",0.155133922296803
2030,"SRMWc","Coal",0.12306551893051
2031,"SRMWc","Coal",0.118258759181919
2032,"SRMWc","Coal",0.113451999433328
2033,"SRMWc","Coal",0.108645239684736
2034,"SRMWc","Coal",0.103838479936145
2035,"SRMWc","Coal",0.0990317201875535
2036,"SRMWc","Coal",0.0921530441688688
2037,"SRMWc","Coal",0.085274368150184
2038,"SRMWc","Coal",0.0783956921314993
2039,"SRMWc","Coal",0.0715170161128145
2040,"SRMWc","Coal",0.0646383400941298
2041,"SRMWc","Coal",0.0607036809554583
2042,"SRMWc","Coal",0.0567690218167868
2043,"SRMWc","Coal",0.0528343626781154
2044,"SRMWc","Coal",0.0488997035394439
2045,"SRMWc","Coal",0.0449650444007724
2046,"SRMWc","Coal",0.0385925245485115
2047,"SRMWc","Coal",0.0322200046962505
2048,"SRMWc","Coal",0.0258474848439896
2049,"SRMWc","Coal",0.0194749649917286
2050,"SRMWc","Coal",0.0131024451394677
2022,"SRSOc","Coal",0.166955887402345
2023,"SRSOc","Coal",0.166955887402345
2024,"SRSOc","Coal",0.166955887402345
2025,"SRSOc","Coal",0.158570801170038
2026,"SRSOc","Coal",0.150185714937732
2027,"SRSOc","Coal",0.1265241889779
2028,"SRSOc","Coal",0.102862663018069
2029,"SRSOc","Coal",0.100449038846233
2030,"SRSOc","Coal",0.0980354146743977
2031,"SRSOc","Coal",0.0945011853640155
2032,"SRSOc","Coal",0.0909669560536333
2033,"SRSOc","Coal",0.0874327267432511
2034,"SRSOc","Coal",0.0838984974328689
2035,"SRSOc","Coal",0.0803642681224867
2036,"SRSOc","Coal",0.0745390354810786
2037,"SRSOc","Coal",0.0687138028396706
2038,"SRSOc","Coal",0.0628885701982626
2039,"SRSOc","Coal",0.0570633375568545
2040,"SRSOc","Coal",0.0512381049154465
2041,"SRSOc","Coal",0.0484048904561924
2042,"SRSOc","Coal",0.0455716759969383
2043,"SRSOc","Coal",0.0427384615376842
2044,"SRSOc","Coal",0.0399052470784301
2045,"SRSOc","Coal",0.037072032619176
2046,"SRSOc","Coal",0.0341880740940028
2047,"SRSOc","Coal",0.0313041155688295
2048,"SRSOc","Coal",0.0284201570436563
2049,"SRSOc","Coal",0.0255361985184831
2050,"SRSOc","Coal",0.0226522399933099
2022,"SRTVc","Coal",0.404818893052125
2023,"SRTVc","Coal",0.404818893052125
2024,"SRTVc","Coal",0.404818893052125
2025,"SRTVc","Coal",0.37134719445909
2026,"SRTVc","Coal",0.337875495866055
2027,"SRTVc","Coal",0.281918349836713
2028,"SRTVc","Coal",0.225961203807371
2029,"SRTVc","Coal",0.208212755919911
2030,"SRTVc","Coal",0.190464308032451
2031,"SRTVc","Coal",0.178254191091962
2032,"SRTVc","Coal",0.166044074151473
2033,"SRTVc","Coal",0.153833957210983
2034,"SRTVc","Coal",0.141623840270494
2035,"SRTVc","Coal",0.129413723330005
2036,"SRTVc","Coal",0.119790811833776
2037,"SRTVc","Coal",0.110167900337547
2038,"SRTVc","Coal",0.100544988841318
2039,"SRTVc","Coal",0.0909220773450895
2040,"SRTVc","Coal",0.0812991658488606
2041,"SRTVc","Coal",0.0778731040750136
2042,"SRTVc","Coal",0.0744470423011666
2043,"SRTVc","Coal",0.0710209805273196
2044,"SRTVc","Coal",0.0675949187534726
2045,"SRTVc","Coal",0.0641688569796256
2046,"SRTVc","Coal",0.0625364285606951
2047,"SRTVc","Coal",0.0609040001417645
2048,"SRTVc","Coal",0.059271571722834
2049,"SRTVc","Coal",0.0576391433039034
2050,"SRTVc","Coal",0.0560067148849729
2022,"SRVCc","Coal",0.128995755803505
2023,"SRVCc","Coal",0.128995755803505
2024,"SRVCc","Coal",0.128995755803505
2025,"SRVCc","Coal",0.119621593768046
2026,"SRVCc","Coal",0.110247431732586
2027,"SRVCc","Coal",0.0850387228609382
2028,"SRVCc","Coal",0.0598300139892904
2029,"SRVCc","Coal",0.0520076700285998
2030,"SRVCc","Coal",0.0441853260679092
2031,"SRVCc","Coal",0.0391704731069162
2032,"SRVCc","Coal",0.0341556201459232
2033,"SRVCc","Coal",0.0291407671849301
2034,"SRVCc","Coal",0.0241259142239371
2035,"SRVCc","Coal",0.0191110612629441
2036,"SRVCc","Coal",0.0178357788171126
2037,"SRVCc","Coal",0.0165604963712812
2038,"SRVCc","Coal",0.0152852139254497
2039,"SRVCc","Coal",0.0140099314796183
2040,"SRVCc","Coal",0.0127346490337868
2041,"SRVCc","Coal",0.0119035127762105
2042,"SRVCc","Coal",0.0110723765186342
2043,"SRVCc","Coal",0.0102412402610579
2044,"SRVCc","Coal",0.00941010400348166
2045,"SRVCc","Coal",0.00857896774590537
2046,"SRVCc","Coal",0.00762978662412118
2047,"SRVCc","Coal",0.00668060550233699
2048,"SRVCc","Coal",0.0057314243805528
2049,"SRVCc","Coal",0.00478224325876861
2050,"SRVCc","Coal",0.00383306213698441
2022,"AZNMc","Natural Gas",0.248686766131051
2023,"AZNMc","Natural Gas",0.248686766131051
2024,"AZNMc","Natural Gas",0.248686766131051
2025,"AZNMc","Natural Gas",0.225298808872298
2026,"AZNMc","Natural Gas",0.201910851613544
2027,"AZNMc","Natural Gas",0.165817517080873
2028,"AZNMc","Natural Gas",0.129724182548203
2029,"AZNMc","Natural Gas",0.112397274209841
2030,"AZNMc","Natural Gas",0.09507036587148
2031,"AZNMc","Natural Gas",0.0895524807394477
2032,"AZNMc","Natural Gas",0.0840345956074154
2033,"AZNMc","Natural Gas",0.0785167104753831
2034,"AZNMc","Natural Gas",0.0729988253433508
2035,"AZNMc","Natural Gas",0.0674809402113185
2036,"AZNMc","Natural Gas",0.0619119520548959
2037,"AZNMc","Natural Gas",0.0563429638984732
2038,"AZNMc","Natural Gas",0.0507739757420506
2039,"AZNMc","Natural Gas",0.0452049875856279
2040,"AZNMc","Natural Gas",0.0396359994292053
2041,"AZNMc","Natural Gas",0.0372444148121355
2042,"AZNMc","Natural Gas",0.0348528301950656
2043,"AZNMc","Natural Gas",0.0324612455779958
2044,"AZNMc","Natural Gas",0.030069660960926
2045,"AZNMc","Natural Gas",0.0276780763438562
2046,"AZNMc","Natural Gas",0.0291557406195952
2047,"AZNMc","Natural Gas",0.0306334048953342
2048,"AZNMc","Natural Gas",0.0321110691710732
2049,"AZNMc","Natural Gas",0.0335887334468122
2050,"AZNMc","Natural Gas",0.0350663977225512
2022,"CAMXc","Natural Gas",0.288048032251065
2023,"CAMXc","Natural Gas",0.288048032251065
2024,"CAMXc","Natural Gas",0.288048032251065
2025,"CAMXc","Natural Gas",0.273115950256389
2026,"CAMXc","Natural Gas",0.258183868261713
2027,"CAMXc","Natural Gas",0.218318718280185
2028,"CAMXc","Natural Gas",0.178453568298656
2029,"CAMXc","Natural Gas",0.146146081382305
2030,"CAMXc","Natural Gas",0.113838594465955
2031,"CAMXc","Natural Gas",0.104872183767493
2032,"CAMXc","Natural Gas",0.0959057730690309
2033,"CAMXc","Natural Gas",0.0869393623705691
2034,"CAMXc","Natural Gas",0.0779729516721072
2035,"CAMXc","Natural Gas",0.0690065409736454
2036,"CAMXc","Natural Gas",0.0628739931882664
