GISJOIN,YEAR,STUSAB,STATE,STATEA,PUMAA,GEOID,NAME_E,AJZAE001,NAME_M,AJZAM001
GIS Join Match Code,Data File Year,State Postal Abbreviation,State Name,State Code,Public Use Microdata Area Code,Census Geographic Identifier,Estimates: Area Name,Estimates: Median household income in the past 12 months (in 2018 inflation-adjusted dollars),Margins of error: Area Name,Margins of error: Median household income in the past 12 months (in 2018 inflation-adjusted dollars)
G28000300,2014-2018,MS,Mississippi,28,300,79500US2800300,"North Delta Region--Panola, Tate, Coahoma, Tallahatchie, Tunica & Quitman Counties PUMA; Mississippi",35990,"North Delta Region--Panola, Tate, Coahoma, Tallahatchie, Tunica & Quitman Counties PUMA; Mississippi",1580
G28000400,2014-2018,MS,Mississippi,28,400,79500US2800400,"Three Rivers Region--Lafayette, Monroe, Itawamba, Chickasaw & Calhoun Counties PUMA; Mississippi",41889,"Three Rivers Region--Lafayette, Monroe, Itawamba, Chickasaw & Calhoun Counties PUMA; Mississippi",1605
G28000500,2014-2018,MS,Mississippi,28,500,79500US2800500,"Three Rivers Region--Lee, Pontotoc & Union Counties--Tupelo City PUMA; Mississippi",45122,"Three Rivers Region--Lee, Pontotoc & Union Counties--Tupelo City PUMA; Mississippi",1483
G28000600,2014-2018,MS,Mississippi,28,600,79500US2800600,"Golden Triangle Region--Starkville, Columbus & West Point Cities PUMA; Mississippi",40201,"Golden Triangle Region--Starkville, Columbus & West Point Cities PUMA; Mississippi",1080
G28000700,2014-2018,MS,Mississippi,28,700,79500US2800700,"North Central Region PUMA, Mississippi",32892,"North Central Region PUMA, Mississippi",1026
G28000800,2014-2018,MS,Mississippi,28,800,79500US2800800,"South Delta Region PUMA, Mississippi",30123,"South Delta Region PUMA, Mississippi",1023
G28000900,2014-2018,MS,Mississippi,28,900,79500US2800900,"Central Region--Madison & Yazoo Counties PUMA, Mississippi",66869,"Central Region--Madison & Yazoo Counties PUMA, Mississippi",2626
G28001000,2014-2018,MS,Mississippi,28,1000,79500US2801000,"Central Region--Jackson (West & South) & Clinton (South & East) Cities PUMA, Mississippi",53039,"Central Region--Jackson (West & South) & Clinton (South & East) Cities PUMA, Mississippi",1700
G28001100,2014-2018,MS,Mississippi,28,1100,79500US2801100,"Central Region--Jackson City (East & Central) PUMA, Mississippi",36822,"Central Region--Jackson City (East & Central) PUMA, Mississippi",1355
G28001200,2014-2018,MS,Mississippi,28,1200,79500US2801200,"Central Region--Hinds (West), Warren & Copiah Counties--Vicksburg City PUMA; Mississippi",44105,"Central Region--Hinds (West), Warren & Copiah Counties--Vicksburg City PUMA; Mississippi",1647
G28001300,2014-2018,MS,Mississippi,28,1300,79500US2801300,"Central Region--Rankin & Simpson Counties PUMA, Mississippi",60632,"Central Region--Rankin & Simpson Counties PUMA, Mississippi",1335
G28001400,2014-2018,MS,Mississippi,28,1400,79500US2801400,"East Central Region--Neshoba, Scott, Leake, Jasper, Smith & Kemper Counties PUMA; Mississippi",34949,"East Central Region--Neshoba, Scott, Leake, Jasper, Smith & Kemper Counties PUMA; Mississippi",1572
G28001500,2014-2018,MS,Mississippi,28,1500,79500US2801500,"East Central Region--Lauderdale, Newton & Clarke Counties--Meridian City PUMA; Mississippi",40150,"East Central Region--Lauderdale, Newton & Clarke Counties--Meridian City PUMA; Mississippi",1633
G28001600,2014-2018,MS,Mississippi,28,1600,79500US2801600,"Southwest Region PUMA, Mississippi",32110,"Southwest Region PUMA, Mississippi",1002
G28001700,2014-2018,MS,Mississippi,28,1700,79500US2801700,"South Region--Jones, Wayne, Covington, Greene & Jefferson Davis Counties PUMA; Mississippi",39442,"South Region--Jones, Wayne, Covington, Greene & Jefferson Davis Counties PUMA; Mississippi",1981
G28001800,2014-2018,MS,Mississippi,28,1800,79500US2801800,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA; Mississippi",44902,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA; Mississippi",1730
G28001900,2014-2018,MS,Mississippi,28,1900,79500US2801900,"South Region--Pearl River, Hancock, George & Stone Counties PUMA; Mississippi",46885,"South Region--Pearl River, Hancock, George & Stone Counties PUMA; Mississippi",2591
G28002000,2014-2018,MS,Mississippi,28,2000,79500US2802000,"South Region--Harrison County--Gulfport & Biloxi Cities PUMA, Mississippi",45566,"South Region--Harrison County--Gulfport & Biloxi Cities PUMA, Mississippi",1360
G28002100,2014-2018,MS,Mississippi,28,2100,79500US2802100,"South Region--Jackson County PUMA, Mississippi",51142,"South Region--Jackson County PUMA, Mississippi",1836
G29000100,2014-2018,MO,Missouri,29,100,79500US2900100,"Northwest Missouri PUMA, Missouri",44505,"Northwest Missouri PUMA, Missouri",1105
G29000200,2014-2018,MO,Missouri,29,200,79500US2900200,"Buchanan, Andrew & DeKalb Counties PUMA; Missouri",51354,"Buchanan, Andrew & DeKalb Counties PUMA; Missouri",1377
G29000300,2014-2018,MO,Missouri,29,300,79500US2900300,"Northeast Missouri PUMA, Missouri",44154,"Northeast Missouri PUMA, Missouri",1090
G29000400,2014-2018,MO,Missouri,29,400,79500US2900400,"Lincoln, Warren, Audrain, Pike & Montgomery Counties PUMA; Missouri",51934,"Lincoln, Warren, Audrain, Pike & Montgomery Counties PUMA; Missouri",1414
G29000500,2014-2018,MO,Missouri,29,500,79500US2900500,"Cole, Callaway, Moniteau & Osage Counties PUMA; Missouri",56808,"Cole, Callaway, Moniteau & Osage Counties PUMA; Missouri",1393
G29000600,2014-2018,MO,Missouri,29,600,79500US2900600,"Boone County PUMA, Missouri",54043,"Boone County PUMA, Missouri",1666
G29000700,2014-2018,MO,Missouri,29,700,79500US2900700,"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties PUMA; Missouri",45752,"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties PUMA; Missouri",1156
G29000800,2014-2018,MO,Missouri,29,800,79500US2900800,"Johnson, Lafayette, Ray, Clinton & Caldwell Counties PUMA; Missouri",54658,"Johnson, Lafayette, Ray, Clinton & Caldwell Counties PUMA; Missouri",1191
G29000901,2014-2018,MO,Missouri,29,901,79500US2900901,"Clay County (Northeast) PUMA, Missouri",77940,"Clay County (Northeast) PUMA, Missouri",1963
G29000902,2014-2018,MO,Missouri,29,902,79500US2900902,"Kansas City (North Central), Gladstone City & North Kansas City PUMA; Missouri",62500,"Kansas City (North Central), Gladstone City & North Kansas City PUMA; Missouri",1924
G29000903,2014-2018,MO,Missouri,29,903,79500US2900903,"Platte County PUMA, Missouri",73210,"Platte County PUMA, Missouri",1787
G29001001,2014-2018,MO,Missouri,29,1001,79500US2901001,"Jackson County--Kansas City (Central) PUMA, Missouri",38394,"Jackson County--Kansas City (Central) PUMA, Missouri",951
G29001002,2014-2018,MO,Missouri,29,1002,79500US2901002,"Jackson County (North Central) PUMA, Missouri",47280,"Jackson County (North Central) PUMA, Missouri",1319
G29001003,2014-2018,MO,Missouri,29,1003,79500US2901003,"Jackson County (East) PUMA, Missouri",68709,"Jackson County (East) PUMA, Missouri",1562
G29001004,2014-2018,MO,Missouri,29,1004,79500US2901004,"Jackson County (South Central) PUMA, Missouri",84360,"Jackson County (South Central) PUMA, Missouri",2417
G29001005,2014-2018,MO,Missouri,29,1005,79500US2901005,"Jackson County--Kansas City (South) PUMA, Missouri",48902,"Jackson County--Kansas City (South) PUMA, Missouri",2016
G29001100,2014-2018,MO,Missouri,29,1100,79500US2901100,"Cass & Bates Counties PUMA, Missouri",64521,"Cass & Bates Counties PUMA, Missouri",1245
G29001200,2014-2018,MO,Missouri,29,1200,79500US2901200,"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties PUMA; Missouri",42152,"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties PUMA; Missouri",953
G29001300,2014-2018,MO,Missouri,29,1300,79500US2901300,"Laclede, Polk, Benton, Dallas & Hickory Counties PUMA; Missouri",42480,"Laclede, Polk, Benton, Dallas & Hickory Counties PUMA; Missouri",1104
G29001400,2014-2018,MO,Missouri,29,1400,79500US2901400,"Pulaski, Camden, Miller & Morgan Counties PUMA; Missouri",48249,"Pulaski, Camden, Miller & Morgan Counties PUMA; Missouri",1558
G29001500,2014-2018,MO,Missouri,29,1500,79500US2901500,"Phelps, Crawford, Dent, Gasconade & Maries Counties PUMA; Missouri",42674,"Phelps, Crawford, Dent, Gasconade & Maries Counties PUMA; Missouri",1426
G29001600,2014-2018,MO,Missouri,29,1600,79500US2901600,"Franklin County PUMA, Missouri",55312,"Franklin County PUMA, Missouri",1801
G29001701,2014-2018,MO,Missouri,29,1701,79500US2901701,"St. Charles County (South) PUMA, Missouri",91442,"St. Charles County (South) PUMA, Missouri",2080
G29001702,2014-2018,MO,Missouri,29,1702,79500US2901702,"St. Charles County (Northwest) PUMA, Missouri",85522,"St. Charles County (Northwest) PUMA, Missouri",1548
G29001703,2014-2018,MO,Missouri,29,1703,79500US2901703,"St. Charles County (Northeast) PUMA, Missouri",69895,"St. Charles County (Northeast) PUMA, Missouri",1682
G29001801,2014-2018,MO,Missouri,29,1801,79500US2901801,"St. Louis County (Northeast) PUMA, Missouri",44757,"St. Louis County (Northeast) PUMA, Missouri",1632
G29001802,2014-2018,MO,Missouri,29,1802,79500US2901802,"St. Louis County (Northwest) PUMA, Missouri",51877,"St. Louis County (Northwest) PUMA, Missouri",1638
G29001803,2014-2018,MO,Missouri,29,1803,79500US2901803,"St. Louis County (Inner Ring North) PUMA, Missouri",41425,"St. Louis County (Inner Ring North) PUMA, Missouri",1392
G29001804,2014-2018,MO,Missouri,29,1804,79500US2901804,"St. Louis County (West) PUMA, Missouri",83069,"St. Louis County (West) PUMA, Missouri",2710
G29001805,2014-2018,MO,Missouri,29,1805,79500US2901805,"St. Louis County (Central) PUMA, Missouri",97305,"St. Louis County (Central) PUMA, Missouri",3237
G29001806,2014-2018,MO,Missouri,29,1806,79500US2901806,"St. Louis County (Central West) PUMA, Missouri",90599,"St. Louis County (Central West) PUMA, Missouri",2972
G29001807,2014-2018,MO,Missouri,29,1807,79500US2901807,"St. Louis County (Inner Ring South) PUMA, Missouri",65948,"St. Louis County (Inner Ring South) PUMA, Missouri",1842
G29001808,2014-2018,MO,Missouri,29,1808,79500US2901808,"St. Louis County (South) PUMA, Missouri",82522,"St. Louis County (South) PUMA, Missouri",1511
G29001901,2014-2018,MO,Missouri,29,1901,79500US2901901,"St. Louis City (North) PUMA, Missouri",32183,"St. Louis City (North) PUMA, Missouri",1178
G29001902,2014-2018,MO,Missouri,29,1902,79500US2901902,"St. Louis City (South) PUMA, Missouri",46825,"St. Louis City (South) PUMA, Missouri",1131
G29002001,2014-2018,MO,Missouri,29,2001,79500US2902001,"Jefferson County (North) PUMA, Missouri",64353,"Jefferson County (North) PUMA, Missouri",1746
G29002002,2014-2018,MO,Missouri,29,2002,79500US2902002,"Jefferson County (South) PUMA, Missouri",61554,"Jefferson County (South) PUMA, Missouri",2224
G29002100,2014-2018,MO,Missouri,29,2100,79500US2902100,"St. Francois, Washington, Perry & Ste. Genevieve Counties PUMA; Missouri",47181,"St. Francois, Washington, Perry & Ste. Genevieve Counties PUMA; Missouri",1516
G29002200,2014-2018,MO,Missouri,29,2200,79500US2902200,"Cape Girardeau, Scott & Bollinger Counties PUMA; Missouri",47835,"Cape Girardeau, Scott & Bollinger Counties PUMA; Missouri",1550
G29002300,2014-2018,MO,Missouri,29,2300,79500US2902300,"Dunklin, Stoddard, New Madrid, Pemiscot & Mississippi Counties PUMA; Missouri",35875,"Dunklin, Stoddard, New Madrid, Pemiscot & Mississippi Counties PUMA; Missouri",994
G29002400,2014-2018,MO,Missouri,29,2400,79500US2902400,"Butler, Ripley, Wayne, Madison, Iron, Reynolds & Carter Counties PUMA; Missouri",37784,"Butler, Ripley, Wayne, Madison, Iron, Reynolds & Carter Counties PUMA; Missouri",1427
G29002500,2014-2018,MO,Missouri,29,2500,79500US2902500,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties PUMA; Missouri",34479,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties PUMA; Missouri",1034
G29002601,2014-2018,MO,Missouri,29,2601,79500US2902601,"Christian, Greene (Outside Springfield City) & Webster Counties PUMA; Missouri",55893,"Christian, Greene (Outside Springfield City) & Webster Counties PUMA; Missouri",1279
G29002602,2014-2018,MO,Missouri,29,2602,79500US2902602,"Greene County--Springfield City (North) PUMA, Missouri",33592,"Greene County--Springfield City (North) PUMA, Missouri",1176
G29002603,2014-2018,MO,Missouri,29,2603,79500US2902603,"Greene County--Springfield City (South) PUMA, Missouri",52785,"Greene County--Springfield City (South) PUMA, Missouri",1656
G29002700,2014-2018,MO,Missouri,29,2700,79500US2902700,"Taney, Barry, Stone & McDonald Counties PUMA; Missouri",42544,"Taney, Barry, Stone & McDonald Counties PUMA; Missouri",1252
G29002800,2014-2018,MO,Missouri,29,2800,79500US2902800,"Jasper & Newton Counties PUMA, Missouri",47724,"Jasper & Newton Counties PUMA, Missouri",1158
G30000100,2014-2018,MT,Montana,30,100,79500US3000100,"Northwest Montana--Kalispell City PUMA, Montana",48371,"Northwest Montana--Kalispell City PUMA, Montana",1291
G30000200,2014-2018,MT,Montana,30,200,79500US3000200,"West Montana--Missoula City PUMA, Montana",48364,"West Montana--Missoula City PUMA, Montana",1617
G30000300,2014-2018,MT,Montana,30,300,79500US3000300,"Southwest Montana--Butte-Silver Bow & Helena City PUMA, Montana",53454,"Southwest Montana--Butte-Silver Bow & Helena City PUMA, Montana",978
G30000400,2014-2018,MT,Montana,30,400,79500US3000400,"North Central Montana--Great Falls City PUMA, Montana",47262,"North Central Montana--Great Falls City PUMA, Montana",1092
G30000500,2014-2018,MT,Montana,30,500,79500US3000500,"South Central Montana--Bozeman City PUMA, Montana",59870,"South Central Montana--Bozeman City PUMA, Montana",1803
G30000600,2014-2018,MT,Montana,30,600,79500US3000600,"East Montana (Outside Billings City) PUMA, Montana",57506,"East Montana (Outside Billings City) PUMA, Montana",1386
G30000700,2014-2018,MT,Montana,30,700,79500US3000700,"Billings City PUMA, Montana",55671,"Billings City PUMA, Montana",2506
G31000100,2014-2018,NE,Nebraska,31,100,79500US3100100,"North Central & Northwest Nebraska PUMA, Nebraska",51178,"North Central & Northwest Nebraska PUMA, Nebraska",1317
G31000200,2014-2018,NE,Nebraska,31,200,79500US3100200,"Northeast Nebraska PUMA, Nebraska",55221,"Northeast Nebraska PUMA, Nebraska",884
G31000300,2014-2018,NE,Nebraska,31,300,79500US3100300,"Central Nebraska PUMA, Nebraska",54381,"Central Nebraska PUMA, Nebraska",989
G31000400,2014-2018,NE,Nebraska,31,400,79500US3100400,"Southwest Nebraska PUMA, Nebraska",53021,"Southwest Nebraska PUMA, Nebraska",1518
G31000500,2014-2018,NE,Nebraska,31,500,79500US3100500,"South Central Nebraska PUMA, Nebraska",53811,"South Central Nebraska PUMA, Nebraska",1109
G31000600,2014-2018,NE,Nebraska,31,600,79500US3100600,"Southeast Nebraska PUMA, Nebraska",54191,"Southeast Nebraska PUMA, Nebraska",988
G31000701,2014-2018,NE,Nebraska,31,701,79500US3100701,"Dodge, Cass, Saunders & Washington Counties PUMA; Nebraska",62390,"Dodge, Cass, Saunders & Washington Counties PUMA; Nebraska",1460
G31000702,2014-2018,NE,Nebraska,31,702,79500US3100702,"Sarpy County--Bellevue City PUMA, Nebraska",79549,"Sarpy County--Bellevue City PUMA, Nebraska",1419
G31000801,2014-2018,NE,Nebraska,31,801,79500US3100801,"Lancaster County--Lincoln City (North) PUMA, Nebraska",48366,"Lancaster County--Lincoln City (North) PUMA, Nebraska",1395
G31000802,2014-2018,NE,Nebraska,31,802,79500US3100802,"Lancaster County--Lincoln City (South) PUMA, Nebraska",70717,"Lancaster County--Lincoln City (South) PUMA, Nebraska",1839
G31000901,2014-2018,NE,Nebraska,31,901,79500US3100901,"Douglas County--Omaha City (Northwest) PUMA, Nebraska",74247,"Douglas County--Omaha City (Northwest) PUMA, Nebraska",1160
G31000902,2014-2018,NE,Nebraska,31,902,79500US3100902,"Douglas County--Omaha City (Southwest) PUMA, Nebraska",81056,"Douglas County--Omaha City (Southwest) PUMA, Nebraska",2064
G31000903,2014-2018,NE,Nebraska,31,903,79500US3100903,"Douglas County--Omaha City (Northeast) PUMA, Nebraska",39825,"Douglas County--Omaha City (Northeast) PUMA, Nebraska",1394
G31000904,2014-2018,NE,Nebraska,31,904,79500US3100904,"Douglas County--Omaha City (Southeast) PUMA, Nebraska",47619,"Douglas County--Omaha City (Southeast) PUMA, Nebraska",1612
G32000101,2014-2018,NV,Nevada,32,101,79500US3200101,"Washoe County (South Central)--Reno City PUMA, Nevada",49899,"Washoe County (South Central)--Reno City PUMA, Nevada",1333
G32000102,2014-2018,NV,Nevada,32,102,79500US3200102,"Washoe County (South) PUMA, Nevada",80697,"Washoe County (South) PUMA, Nevada",2561
G32000103,2014-2018,NV,Nevada,32,103,79500US3200103,"Washoe County (North)--Sparks City PUMA, Nevada",63096,"Washoe County (North)--Sparks City PUMA, Nevada",1438
G32000200,2014-2018,NV,Nevada,32,200,79500US3200200,"Carson City, Lyon, Douglas & Storey Counties PUMA; Nevada",56902,"Carson City, Lyon, Douglas & Storey Counties PUMA; Nevada",1382
G32000300,2014-2018,NV,Nevada,32,300,79500US3200300,"Rural Nevada PUMA, Nevada",58333,"Rural Nevada PUMA, Nevada",1552
G32000401,2014-2018,NV,Nevada,32,401,79500US3200401,"Clark County (Northwest Central)--Northwest Las Vegas Valley PUMA, Nevada",68548,"Clark County (Northwest Central)--Northwest Las Vegas Valley PUMA, Nevada",2115
G32000402,2014-2018,NV,Nevada,32,402,79500US3200402,"Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities PUMA, Nevada",75126,"Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities PUMA, Nevada",1519
G32000403,2014-2018,NV,Nevada,32,403,79500US3200403,"Clark County (Central)--Greater North Las Vegas City PUMA, Nevada",57058,"Clark County (Central)--Greater North Las Vegas City PUMA, Nevada",1285
G32000404,2014-2018,NV,Nevada,32,404,79500US3200404,"Clark County (East)--Mesquite City, Sunrise Manor (North), Moapa Valley & Nellis AFB PUMA; Nevada",45848,"Clark County (East)--Mesquite City, Sunrise Manor (North), Moapa Valley & Nellis AFB PUMA; Nevada",1731
G32000405,2014-2018,NV,Nevada,32,405,79500US3200405,"Las Vegas City (Southeast) PUMA, Nevada",30944,"Las Vegas City (Southeast) PUMA, Nevada",703
G32000406,2014-2018,NV,Nevada,32,406,79500US3200406,"Las Vegas City (South Central) PUMA, Nevada",42100,"Las Vegas City (South Central) PUMA, Nevada",1099
G32000407,2014-2018,NV,Nevada,32,407,79500US3200407,"Clark County (West)--Las Vegas City (Southwest) PUMA, Nevada",68238,"Clark County (West)--Las Vegas City (Southwest) PUMA, Nevada",1626
G32000408,2014-2018,NV,Nevada,32,408,79500US3200408,"Clark County (Central)--Spring Valley & Summerlin South PUMA, Nevada",64138,"Clark County (Central)--Spring Valley & Summerlin South PUMA, Nevada",1270
G32000409,2014-2018,NV,Nevada,32,409,79500US3200409,"Clark County (Central)--Paradise (Northwest) & Winchester PUMA, Nevada",36051,"Clark County (Central)--Paradise (Northwest) & Winchester PUMA, Nevada",1024
G32000410,2014-2018,NV,Nevada,32,410,79500US3200410,"Clark County (Central)--Whitney, Sunrise Manor (South) & Paradise (Northeast) PUMA; Nevada",42580,"Clark County (Central)--Whitney, Sunrise Manor (South) & Paradise (Northeast) PUMA; Nevada",1228
G32000411,2014-2018,NV,Nevada,32,411,79500US3200411,"Clark County (Central)--Henderson City (West) PUMA, Nevada",71494,"Clark County (Central)--Henderson City (West) PUMA, Nevada",1547
G32000412,2014-2018,NV,Nevada,32,412,79500US3200412,"Clark County (South)--Henderson (East) & Boulder Cities PUMA, Nevada",70321,"Clark County (South)--Henderson (East) & Boulder Cities PUMA, Nevada",2032
G32000413,2014-2018,NV,Nevada,32,413,79500US3200413,"Clark County (Central)--Paradise (South) & Enterprise PUMA, Nevada",67516,"Clark County (Central)--Paradise (South) & Enterprise PUMA, Nevada",1569
G33000100,2014-2018,NH,New Hampshire,33,100,79500US3300100,"Northern New Hampshire--Grafton & Coos Counties PUMA, New Hampshire",57375,"Northern New Hampshire--Grafton & Coos Counties PUMA, New Hampshire",1695
G33000200,2014-2018,NH,New Hampshire,33,200,79500US3300200,"Lakes Region--Belknap, Carroll & Merrimack (Northern) Counties PUMA; New Hampshire",63320,"Lakes Region--Belknap, Carroll & Merrimack (Northern) Counties PUMA; New Hampshire",1636
G33000300,2014-2018,NH,New Hampshire,33,300,79500US3300300,"Strafford Region--Strafford, Rockingham (Northern) & Carroll (Southeastern) Counties PUMA; New Hampshire",72366,"Strafford Region--Strafford, Rockingham (Northern) & Carroll (Southeastern) Counties PUMA; New Hampshire",1586
G33000400,2014-2018,NH,New Hampshire,33,400,79500US3300400,"Central New Hampshire--Merrimack County (Central)--Concord City PUMA, New Hampshire",74043,"Central New Hampshire--Merrimack County (Central)--Concord City PUMA, New Hampshire",2045
G33000500,2014-2018,NH,New Hampshire,33,500,79500US3300500,"Southwestern New Hampshire--Cheshire & Sullivan Counties PUMA, New Hampshire",62309,"Southwestern New Hampshire--Cheshire & Sullivan Counties PUMA, New Hampshire",1538
G33000600,2014-2018,NH,New Hampshire,33,600,79500US3300600,"Hillsborough County (Western) PUMA, New Hampshire",93809,"Hillsborough County (Western) PUMA, New Hampshire",2743
G33000700,2014-2018,NH,New Hampshire,33,700,79500US3300700,"Outer Manchester City PUMA, New Hampshire",93915,"Outer Manchester City PUMA, New Hampshire",3152
G33000800,2014-2018,NH,New Hampshire,33,800,79500US3300800,"Manchester City PUMA, New Hampshire",58227,"Manchester City PUMA, New Hampshire",2242
G33000900,2014-2018,NH,New Hampshire,33,900,79500US3300900,"Hillsborough County (Southeastern)--Greater Nashua City PUMA, New Hampshire",80287,"Hillsborough County (Southeastern)--Greater Nashua City PUMA, New Hampshire",2124
G33001000,2014-2018,NH,New Hampshire,33,1000,79500US3301000,"Seacoast Region--Rockingham County (Southern)--Portsmouth City PUMA, New Hampshire",91513,"Seacoast Region--Rockingham County (Southern)--Portsmouth City PUMA, New Hampshire",1932
G34000101,2014-2018,NJ,New Jersey,34,101,79500US3400101,"Atlantic County (East)--Atlantic City & Ventnor City PUMA, New Jersey",50619,"Atlantic County (East)--Atlantic City & Ventnor City PUMA, New Jersey",2356
G34000102,2014-2018,NJ,New Jersey,34,102,79500US3400102,"Atlantic County (Outside Somers Point City)--Pleasantville City & Hammonton Town PUMA, New Jersey",66722,"Atlantic County (Outside Somers Point City)--Pleasantville City & Hammonton Town PUMA, New Jersey",2355
G34000301,2014-2018,NJ,New Jersey,34,301,79500US3400301,"Bergen County (South Central)--Hackensack & Englewood (West) Cities PUMA, New Jersey",78799,"Bergen County (South Central)--Hackensack & Englewood (West) Cities PUMA, New Jersey",2660
G34000302,2014-2018,NJ,New Jersey,34,302,79500US3400302,"Bergen County (Southwest)--Rutherford, North Arlington & Hasbrouck Heights Boroughs PUMA; New Jersey",79243,"Bergen County (Southwest)--Rutherford, North Arlington & Hasbrouck Heights Boroughs PUMA; New Jersey",2528
G34000303,2014-2018,NJ,New Jersey,34,303,79500US3400303,"Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park Boroughs PUMA; New Jersey",74355,"Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park Boroughs PUMA; New Jersey",3046
G34000304,2014-2018,NJ,New Jersey,34,304,79500US3400304,"Bergen County (West Central)--Fair Lawn Borough, Garfield City & Lodi Borough PUMA; New Jersey",78327,"Bergen County (West Central)--Fair Lawn Borough, Garfield City & Lodi Borough PUMA; New Jersey",2400
G34000305,2014-2018,NJ,New Jersey,34,305,79500US3400305,"Bergen County (East)--Tenafly, Park Ridge & Cresskill Boroughs PUMA; New Jersey",135886,"Bergen County (East)--Tenafly, Park Ridge & Cresskill Boroughs PUMA; New Jersey",4952
G34000306,2014-2018,NJ,New Jersey,34,306,79500US3400306,"Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes Boroughs PUMA; New Jersey",128134,"Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes Boroughs PUMA; New Jersey",3497
G34000307,2014-2018,NJ,New Jersey,34,307,79500US3400307,"Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs PUMA; New Jersey",99438,"Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs PUMA; New Jersey",3075
G34000308,2014-2018,NJ,New Jersey,34,308,79500US3400308,"Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood Boroughs PUMA; New Jersey",145370,"Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood Boroughs PUMA; New Jersey",4145
G34000400,2014-2018,NJ,New Jersey,34,400,79500US3400400,"Passaic County (Southeast)--Paterson City PUMA, New Jersey",39282,"Passaic County (Southeast)--Paterson City PUMA, New Jersey",1830
G34000501,2014-2018,NJ,New Jersey,34,501,79500US3400501,"Passaic County (South)--Passaic & Clifton (Southeast) Cities PUMA, New Jersey",52066,"Passaic County (South)--Passaic & Clifton (Southeast) Cities PUMA, New Jersey",1891
G34000502,2014-2018,NJ,New Jersey,34,502,79500US3400502,"Passaic County (Central)--Hawthorne Borough & Clifton City (Northwest) PUMA, New Jersey",92066,"Passaic County (Central)--Hawthorne Borough & Clifton City (Northwest) PUMA, New Jersey",3421
G34000503,2014-2018,NJ,New Jersey,34,503,79500US3400503,"Passaic County (North)--Ringwood, Wanaque & Pompton Lakes Boroughs PUMA; New Jersey",105961,"Passaic County (North)--Ringwood, Wanaque & Pompton Lakes Boroughs PUMA; New Jersey",3021
G34000601,2014-2018,NJ,New Jersey,34,601,79500US3400601,"Hudson County (Central)--Jersey City (North) PUMA, New Jersey",83126,"Hudson County (Central)--Jersey City (North) PUMA, New Jersey",1866
G34000602,2014-2018,NJ,New Jersey,34,602,79500US3400602,"Hudson County (Central)--Jersey City (South) PUMA, New Jersey",49071,"Hudson County (Central)--Jersey City (South) PUMA, New Jersey",2071
G34000701,2014-2018,NJ,New Jersey,34,701,79500US3400701,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA; New Jersey",61757,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA; New Jersey",2090
G34000702,2014-2018,NJ,New Jersey,34,702,79500US3400702,"Hudson County (Northeast)--Union City & Hoboken Cities PUMA, New Jersey",78871,"Hudson County (Northeast)--Union City & Hoboken Cities PUMA, New Jersey",2648
G34000703,2014-2018,NJ,New Jersey,34,703,79500US3400703,"Hudson County (South & West)--Bayonne City, Kearney & Harrison Towns PUMA; New Jersey",63749,"Hudson County (South & West)--Bayonne City, Kearney & Harrison Towns PUMA; New Jersey",1968
G34000800,2014-2018,NJ,New Jersey,34,800,79500US3400800,"Hunterdon County PUMA, New Jersey",112535,"Hunterdon County PUMA, New Jersey",2409
G34000901,2014-2018,NJ,New Jersey,34,901,79500US3400901,"Middlesex County (Southeast) PUMA, New Jersey",88140,"Middlesex County (Southeast) PUMA, New Jersey",4069
G34000902,2014-2018,NJ,New Jersey,34,902,79500US3400902,"Middlesex County (Southwest) PUMA, New Jersey",111623,"Middlesex County (Southwest) PUMA, New Jersey",3636
G34000903,2014-2018,NJ,New Jersey,34,903,79500US3400903,"Middlesex County (Northwest)--South Plainfield & Middlesex Boroughs PUMA, New Jersey",96203,"Middlesex County (Northwest)--South Plainfield & Middlesex Boroughs PUMA, New Jersey",3058
G34000904,2014-2018,NJ,New Jersey,34,904,79500US3400904,"Middlesex County (North Central)--Metuchen Borough PUMA, New Jersey",94681,"Middlesex County (North Central)--Metuchen Borough PUMA, New Jersey",2521
