GISJOIN,YEAR,STUSAB,STATE,STATEA,PUMAA,GEOID,NAME_E,AJZAE001,NAME_M,AJZAM001
GIS Join Match Code,Data File Year,State Postal Abbreviation,State Name,State Code,Public Use Microdata Area Code,Census Geographic Identifier,Estimates: Area Name,Estimates: Median household income in the past 12 months (in 2018 inflation-adjusted dollars),Margins of error: Area Name,Margins of error: Median household income in the past 12 months (in 2018 inflation-adjusted dollars)
G48002006,2014-2018,TX,Texas,48,2006,79500US4802006,"Denton County (North & West)--Denton City (Outer) PUMA, Texas",81498,"Denton County (North & West)--Denton City (Outer) PUMA, Texas",2298
G48002101,2014-2018,TX,Texas,48,2101,79500US4802101,"Ellis County PUMA, Texas",72213,"Ellis County PUMA, Texas",2151
G48002102,2014-2018,TX,Texas,48,2102,79500US4802102,"Johnson County PUMA, Texas",62066,"Johnson County PUMA, Texas",2041
G48002200,2014-2018,TX,Texas,48,2200,79500US4802200,"North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties PUMA; Texas",52366,"North Central Texas COG (West)--Hood, Erath, Palo Pinto & Somervell Counties PUMA; Texas",1841
G48002301,2014-2018,TX,Texas,48,2301,79500US4802301,"Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities PUMA, Texas",85218,"Dallas County (Northeast)--Rowlett & Garland (Northeast) Cities PUMA, Texas",3794
G48002302,2014-2018,TX,Texas,48,2302,79500US4802302,"Dallas County (Northeast)--Garland City (South) PUMA, Texas",50639,"Dallas County (Northeast)--Garland City (South) PUMA, Texas",2329
G48002303,2014-2018,TX,Texas,48,2303,79500US4802303,"Dallas County (East)--Mesquite City (Central & Southeast) PUMA, Texas",62548,"Dallas County (East)--Mesquite City (Central & Southeast) PUMA, Texas",2237
G48002304,2014-2018,TX,Texas,48,2304,79500US4802304,"Dallas County (Southeast)--Dallas City (Southeast) PUMA, Texas",36591,"Dallas County (Southeast)--Dallas City (Southeast) PUMA, Texas",1659
G48002305,2014-2018,TX,Texas,48,2305,79500US4802305,"Dallas (East) & Mesquite (West) Cities--South of I-30 & West of I-635 PUMA, Texas",40920,"Dallas (East) & Mesquite (West) Cities--South of I-30 & West of I-635 PUMA, Texas",1166
G48002306,2014-2018,TX,Texas,48,2306,79500US4802306,"Dallas (Northeast) & Mesquite (North) Cities--North of I-30 & West of I-635 PUMA, Texas",55871,"Dallas (Northeast) & Mesquite (North) Cities--North of I-30 & West of I-635 PUMA, Texas",2238
G48002307,2014-2018,TX,Texas,48,2307,79500US4802307,"Dallas City (Northeast)--East of US-75 PUMA, Texas",43120,"Dallas City (Northeast)--East of US-75 PUMA, Texas",1341
G48002308,2014-2018,TX,Texas,48,2308,79500US4802308,"Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities PUMA, Texas",64261,"Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities PUMA, Texas",2220
G48002309,2014-2018,TX,Texas,48,2309,79500US4802309,"Dallas (Far North) & Richardson (Southwest) Cities PUMA, Texas",73713,"Dallas (Far North) & Richardson (Southwest) Cities PUMA, Texas",1918
G48002310,2014-2018,TX,Texas,48,2310,79500US4802310,"Dallas (Far North), Carrollton (Southeast) Cities & Addison Town--North of I-635 PUMA; Texas",62491,"Dallas (Far North), Carrollton (Southeast) Cities & Addison Town--North of I-635 PUMA; Texas",1497
G48002311,2014-2018,TX,Texas,48,2311,79500US4802311,"Dallas City (North)--South of I-635 & West of US-75 PUMA, Texas",68348,"Dallas City (North)--South of I-635 & West of US-75 PUMA, Texas",2062
G48002312,2014-2018,TX,Texas,48,2312,79500US4802312,"Dallas (West Central), University Park Cities & Highland Park Town PUMA; Texas",80076,"Dallas (West Central), University Park Cities & Highland Park Town PUMA; Texas",3368
G48002313,2014-2018,TX,Texas,48,2313,79500US4802313,"Dallas City (Downtown)--North of I-30 PUMA, Texas",71712,"Dallas City (Downtown)--North of I-30 PUMA, Texas",2589
G48002314,2014-2018,TX,Texas,48,2314,79500US4802314,"Dallas City (East Central)--South of I-30 & East of I-35E PUMA, Texas",30588,"Dallas City (East Central)--South of I-30 & East of I-35E PUMA, Texas",1067
G48002315,2014-2018,TX,Texas,48,2315,79500US4802315,"Dallas City (West Central)--East of Loop TX-12 & West of I-35E PUMA, Texas",44896,"Dallas City (West Central)--East of Loop TX-12 & West of I-35E PUMA, Texas",1998
G48002316,2014-2018,TX,Texas,48,2316,79500US4802316,"Dallas City (South Central)--North of I-20 & West of I-35E PUMA, Texas",38899,"Dallas City (South Central)--North of I-20 & West of I-35E PUMA, Texas",1737
G48002317,2014-2018,TX,Texas,48,2317,79500US4802317,"Dallas County (South)--DeSoto & Lancaster Cities PUMA, Texas",61180,"Dallas County (South)--DeSoto & Lancaster Cities PUMA, Texas",3071
G48002318,2014-2018,TX,Texas,48,2318,79500US4802318,"Dallas County (Southwest)--Cedar Hill & Duncanville Cities PUMA, Texas",59389,"Dallas County (Southwest)--Cedar Hill & Duncanville Cities PUMA, Texas",2269
G48002319,2014-2018,TX,Texas,48,2319,79500US4802319,"Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities PUMA, Texas",55049,"Dallas County (West)--Grand Prairie (Central) & Dallas (Southwest) Cities PUMA, Texas",2240
G48002320,2014-2018,TX,Texas,48,2320,79500US4802320,"Dallas County (West)--Irving (South) & Grand Prairie (North) Cities PUMA, Texas",51313,"Dallas County (West)--Irving (South) & Grand Prairie (North) Cities PUMA, Texas",1560
G48002321,2014-2018,TX,Texas,48,2321,79500US4802321,"Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities PUMA, Texas",54838,"Dallas County (Northwest)--Irving (Central) & Dallas (Northwest) Cities PUMA, Texas",1427
G48002322,2014-2018,TX,Texas,48,2322,79500US4802322,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities PUMA; Texas",92646,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities PUMA; Texas",2188
G48002400,2014-2018,TX,Texas,48,2400,79500US4802400,"Parker County PUMA, Texas",74625,"Parker County PUMA, Texas",2568
G48002501,2014-2018,TX,Texas,48,2501,79500US4802501,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities PUMA; Texas",118410,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities PUMA; Texas",3604
G48002502,2014-2018,TX,Texas,48,2502,79500US4802502,"Tarrant County (East)--Euless (South & West) & Arlington (North) Cities PUMA, Texas",56678,"Tarrant County (East)--Euless (South & West) & Arlington (North) Cities PUMA, Texas",1740
G48002503,2014-2018,TX,Texas,48,2503,79500US4802503,"Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities PUMA, Texas",42030,"Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities PUMA, Texas",1134
G48002504,2014-2018,TX,Texas,48,2504,79500US4802504,"Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities PUMA, Texas",77566,"Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities PUMA, Texas",2722
G48002505,2014-2018,TX,Texas,48,2505,79500US4802505,"Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities PUMA, Texas",96439,"Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities PUMA, Texas",2145
G48002506,2014-2018,TX,Texas,48,2506,79500US4802506,"Tarrant County (South Central)--Fort Worth City (Southeast)--South of I-20 PUMA, Texas",66456,"Tarrant County (South Central)--Fort Worth City (Southeast)--South of I-20 PUMA, Texas",2548
G48002507,2014-2018,TX,Texas,48,2507,79500US4802507,"Tarrant County (East)--Arlington City (West)--South of I-30 & East of Loop I-820 PUMA, Texas",58386,"Tarrant County (East)--Arlington City (West)--South of I-30 & East of Loop I-820 PUMA, Texas",2091
G48002508,2014-2018,TX,Texas,48,2508,79500US4802508,"Fort Worth City (East Central)--South of I-30, East of I-35W & Inside Loop I-820 PUMA; Texas",34468,"Fort Worth City (East Central)--South of I-30, East of I-35W & Inside Loop I-820 PUMA; Texas",1701
G48002509,2014-2018,TX,Texas,48,2509,79500US4802509,"Fort Worth (Northeast) & Hurst (South) Cities--North of I-30 PUMA, Texas",56356,"Fort Worth (Northeast) & Hurst (South) Cities--North of I-30 PUMA, Texas",1265
G48002510,2014-2018,TX,Texas,48,2510,79500US4802510,"Tarrant County (North)--North Richland Hills (North) & Keller Cities PUMA, Texas",89277,"Tarrant County (North)--North Richland Hills (North) & Keller Cities PUMA, Texas",2782
G48002511,2014-2018,TX,Texas,48,2511,79500US4802511,"Fort Worth City (North)--East of I-35W & West of US-377 PUMA, Texas",92892,"Fort Worth City (North)--East of I-35W & West of US-377 PUMA, Texas",2928
G48002512,2014-2018,TX,Texas,48,2512,79500US4802512,"Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820 PUMA, Texas",47883,"Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820 PUMA, Texas",2093
G48002513,2014-2018,TX,Texas,48,2513,79500US4802513,"Fort Worth City (South Central) & Edgecliff Village Town PUMA, Texas",52353,"Fort Worth City (South Central) & Edgecliff Village Town PUMA, Texas",1707
G48002514,2014-2018,TX,Texas,48,2514,79500US4802514,"Tarrant County (Southwest)--Fort Worth (Southwest) & Benbrook Cities PUMA, Texas",59699,"Tarrant County (Southwest)--Fort Worth (Southwest) & Benbrook Cities PUMA, Texas",1801
G48002515,2014-2018,TX,Texas,48,2515,79500US4802515,"Tarrant County (West)--Fort Worth City (West) PUMA, Texas",59903,"Tarrant County (West)--Fort Worth City (West) PUMA, Texas",1882
G48002516,2014-2018,TX,Texas,48,2516,79500US4802516,"Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities PUMA, Texas",84410,"Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities PUMA, Texas",2867
G48002600,2014-2018,TX,Texas,48,2600,79500US4802600,"West Central Texas COG (Outside Taylor County) PUMA, Texas",45012,"West Central Texas COG (Outside Taylor County) PUMA, Texas",1015
G48002700,2014-2018,TX,Texas,48,2700,79500US4802700,"West Central Texas COG--Taylor County--Abilene City PUMA, Texas",50818,"West Central Texas COG--Taylor County--Abilene City PUMA, Texas",1577
G48002800,2014-2018,TX,Texas,48,2800,79500US4802800,"Concho Valley COG & Permian Basin Regional Planning Commission (East) PUMA, Texas",49447,"Concho Valley COG & Permian Basin Regional Planning Commission (East) PUMA, Texas",1590
G48002900,2014-2018,TX,Texas,48,2900,79500US4802900,"Concho Valley COG--Tom Green County--San Angelo City PUMA, Texas",51675,"Concho Valley COG--Tom Green County--San Angelo City PUMA, Texas",2309
G48003000,2014-2018,TX,Texas,48,3000,79500US4803000,"Permian Basin Regional Planning Commission (Central)--Midland County--Midland City PUMA, Texas",78888,"Permian Basin Regional Planning Commission (Central)--Midland County--Midland City PUMA, Texas",3668
G48003100,2014-2018,TX,Texas,48,3100,79500US4803100,"Permian Basin Regional Planning Commission (Central)--Ector County--Odessa City PUMA, Texas",60676,"Permian Basin Regional Planning Commission (Central)--Ector County--Odessa City PUMA, Texas",1959
G48003200,2014-2018,TX,Texas,48,3200,79500US4803200,"Rio Grande COG & Permian Basin Regional Planning Commission (West) PUMA, Texas",53256,"Rio Grande COG & Permian Basin Regional Planning Commission (West) PUMA, Texas",2623
G48003301,2014-2018,TX,Texas,48,3301,79500US4803301,"El Paso County (Outside El Paso City)--Socorro & Horizon Cities PUMA, Texas",48661,"El Paso County (Outside El Paso City)--Socorro & Horizon Cities PUMA, Texas",2014
G48003302,2014-2018,TX,Texas,48,3302,79500US4803302,"El Paso City (East) PUMA, Texas",52392,"El Paso City (East) PUMA, Texas",1552
G48003303,2014-2018,TX,Texas,48,3303,79500US4803303,"El Paso City (Southeast) PUMA, Texas",35757,"El Paso City (Southeast) PUMA, Texas",1296
G48003304,2014-2018,TX,Texas,48,3304,79500US4803304,"El Paso City (Central) PUMA, Texas",29300,"El Paso City (Central) PUMA, Texas",1441
G48003305,2014-2018,TX,Texas,48,3305,79500US4803305,"El Paso City (North) PUMA, Texas",43018,"El Paso City (North) PUMA, Texas",1643
G48003306,2014-2018,TX,Texas,48,3306,79500US4803306,"El Paso City (Northwest) PUMA, Texas",59412,"El Paso City (Northwest) PUMA, Texas",2749
G48003400,2014-2018,TX,Texas,48,3400,79500US4803400,"Central Texas COG (West), Burnet & Llano Counties PUMA; Texas",53827,"Central Texas COG (West), Burnet & Llano Counties PUMA; Texas",1204
G48003501,2014-2018,TX,Texas,48,3501,79500US4803501,"Central Texas COG--Bell County (West)--Killeen & Harker Heights Cities PUMA, Texas",52516,"Central Texas COG--Bell County (West)--Killeen & Harker Heights Cities PUMA, Texas",1169
G48003502,2014-2018,TX,Texas,48,3502,79500US4803502,"Central Texas COG--Bell County (North, East & South)--Temple & Belton Cities PUMA; Texas",56922,"Central Texas COG--Bell County (North, East & South)--Temple & Belton Cities PUMA; Texas",1762
G48003601,2014-2018,TX,Texas,48,3601,79500US4803601,"Brazos Valley COG (Outside Brazos County) & Milam County PUMA, Texas",52069,"Brazos Valley COG (Outside Brazos County) & Milam County PUMA, Texas",1647
G48003602,2014-2018,TX,Texas,48,3602,79500US4803602,"Brazos Valley COG--Brazos County--College Station & Bryan Cities PUMA, Texas",46839,"Brazos Valley COG--Brazos County--College Station & Bryan Cities PUMA, Texas",1913
G48003700,2014-2018,TX,Texas,48,3700,79500US4803700,"Heart of Texas COG (Outside McLennan County) & Navarro County PUMA, Texas",46738,"Heart of Texas COG (Outside McLennan County) & Navarro County PUMA, Texas",1279
G48003801,2014-2018,TX,Texas,48,3801,79500US4803801,"Heart of Texas COG--McLennan County--Waco City (Central) PUMA, Texas",31819,"Heart of Texas COG--McLennan County--Waco City (Central) PUMA, Texas",906
G48003802,2014-2018,TX,Texas,48,3802,79500US4803802,"Heart of Texas COG--McLennan County--Waco (Outer), Hewitt & Robinson Cities PUMA; Texas",64164,"Heart of Texas COG--McLennan County--Waco (Outer), Hewitt & Robinson Cities PUMA; Texas",1465
G48003900,2014-2018,TX,Texas,48,3900,79500US4803900,"Deep East Texas COG (West) & Walker County PUMA, Texas",42036,"Deep East Texas COG (West) & Walker County PUMA, Texas",1190
G48004000,2014-2018,TX,Texas,48,4000,79500US4804000,"Deep East Texas COG (Central)--Angelina & Nacogdoches Counties PUMA, Texas",45822,"Deep East Texas COG (Central)--Angelina & Nacogdoches Counties PUMA, Texas",1605
G48004100,2014-2018,TX,Texas,48,4100,79500US4804100,"Deep East Texas COG (East) PUMA, Texas",41839,"Deep East Texas COG (East) PUMA, Texas",1683
G48004200,2014-2018,TX,Texas,48,4200,79500US4804200,"Orange & Hardin Counties PUMA, Texas",56895,"Orange & Hardin Counties PUMA, Texas",2238
G48004301,2014-2018,TX,Texas,48,4301,79500US4804301,"Jefferson County (North Central)--Beaumont City PUMA, Texas",46888,"Jefferson County (North Central)--Beaumont City PUMA, Texas",2348
G48004302,2014-2018,TX,Texas,48,4302,79500US4804302,"Jefferson County (Outside Beaumont City)--Port Arthur City PUMA, Texas",50346,"Jefferson County (Outside Beaumont City)--Port Arthur City PUMA, Texas",2145
G48004400,2014-2018,TX,Texas,48,4400,79500US4804400,"Houston-Galveston Area Council--Liberty & Chambers Counties PUMA, Texas",56090,"Houston-Galveston Area Council--Liberty & Chambers Counties PUMA, Texas",3318
G48004501,2014-2018,TX,Texas,48,4501,79500US4804501,"Houston-Galveston Area Council--Montgomery County (Northeast)--Conroe City (East) PUMA, Texas",59134,"Houston-Galveston Area Council--Montgomery County (Northeast)--Conroe City (East) PUMA, Texas",2297
G48004502,2014-2018,TX,Texas,48,4502,79500US4804502,"Houston-Galveston Area Council--Montgomery County (West)--Conroe City (West) PUMA, Texas",80899,"Houston-Galveston Area Council--Montgomery County (West)--Conroe City (West) PUMA, Texas",2388
G48004503,2014-2018,TX,Texas,48,4503,79500US4804503,"Houston-Galveston Area Council--Montgomery County (South)--The Woodlands (North) PUMA, Texas",99147,"Houston-Galveston Area Council--Montgomery County (South)--The Woodlands (North) PUMA, Texas",4805
G48004504,2014-2018,TX,Texas,48,4504,79500US4804504,"Houston-Galveston Area Council--Montgomery County (Southeast) PUMA, Texas",82608,"Houston-Galveston Area Council--Montgomery County (Southeast) PUMA, Texas",3192
G48004601,2014-2018,TX,Texas,48,4601,79500US4804601,"Houston City (North Central)--North of I-10 & Inside Loop I-610 PUMA, Texas",60254,"Houston City (North Central)--North of I-10 & Inside Loop I-610 PUMA, Texas",3035
G48004602,2014-2018,TX,Texas,48,4602,79500US4804602,"Houston City (East Central)--East of I-45 & Inside Loop I-610 PUMA, Texas",39746,"Houston City (East Central)--East of I-45 & Inside Loop I-610 PUMA, Texas",2351
G48004603,2014-2018,TX,Texas,48,4603,79500US4804603,"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610 PUMA; Texas",55359,"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610 PUMA; Texas",1862
G48004604,2014-2018,TX,Texas,48,4604,79500US4804604,"Houston City (West Central)--South of I-10 & Inside Loop I-610 PUMA, Texas",106509,"Houston City (West Central)--South of I-10 & Inside Loop I-610 PUMA, Texas",4550
G48004605,2014-2018,TX,Texas,48,4605,79500US4804605,"Harris County (Southeast)--Pasadena City (North & Central)--Inside Beltway TX-8 PUMA, Texas",46242,"Harris County (Southeast)--Pasadena City (North & Central)--Inside Beltway TX-8 PUMA, Texas",1513
G48004606,2014-2018,TX,Texas,48,4606,79500US4804606,"Houston (East), Galena Park, Jacinto Cities & Cloverleaf PUMA; Texas",44438,"Houston (East), Galena Park, Jacinto Cities & Cloverleaf PUMA; Texas",2387
G48004607,2014-2018,TX,Texas,48,4607,79500US4804607,"Houston City (Northeast)--Between Loop I-610 & Beltway TX-8 PUMA, Texas",43190,"Houston City (Northeast)--Between Loop I-610 & Beltway TX-8 PUMA, Texas",1776
G48004608,2014-2018,TX,Texas,48,4608,79500US4804608,"Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8 PUMA, Texas",31652,"Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8 PUMA, Texas",808
G48004609,2014-2018,TX,Texas,48,4609,79500US4804609,"Houston City (North)--South of Aldine & Inside Beltway TX-8 PUMA, Texas",41871,"Houston City (North)--South of Aldine & Inside Beltway TX-8 PUMA, Texas",1236
G48004610,2014-2018,TX,Texas,48,4610,79500US4804610,"Houston City (North)--West of Aldine & Inside Beltway TX-8 PUMA, Texas",43147,"Houston City (North)--West of Aldine & Inside Beltway TX-8 PUMA, Texas",2201
