Measure Values,State,Upgrade Package Assignment,Measure Names
70394.76718,MD,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
36494.25315,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
38455.96295,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
66223.15829,MD,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
75404.76618,MD,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
48443.39436,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
44866.2106,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
55620.90237,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
55194.04038,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
59072.11919,MD,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
57490.83475,MD,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
41180.26598,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
38097.60303,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
92866.60293,MD,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
86295.60705,MD,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
50440.34019,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
44653.13139,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
158514.6523,MD,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
110796.0747,MD,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
92511.73625,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
67868.20003,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
110337.6042,MD,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
50037.06992,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
63294.95869,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
97380.39302,MD,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
91402.02262,MD,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
54978.35077,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
51349.10188,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
80448.73511,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
50926.70339,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
44561.98317,MD,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
52091.94175,MD,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
42363.73964,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
40227.40843,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
47749.32196,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
25844.48654,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
45734.60175,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
76286.11247,MD,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
53282.37603,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
42447.37225,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
34744.24437,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
38992.81004,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
26056.32869,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
40914.90086,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
80517.11665,MD,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
67349.28419,MD,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
30799.37041,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
41128.32114,MD,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
39322.69748,MD,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
80592.37892,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
265263.8234,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
134132.9626,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
127998.8715,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
74984.64132,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
125571.6372,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
98572.39887,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
203579.4451,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
145724.8517,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
101281.2662,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
112842.8395,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
192382.5256,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
138183.6787,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
110686.9538,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
61708.6778,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
267546.7946,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
134628.5643,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
107119.9961,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
64656.66269,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
133863.3166,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
99551.14943,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
60676.90507,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
39132.00111,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
143211.9067,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
108945.1488,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
77232.46719,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
83016.84612,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
36920.55699,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
131474.6053,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
73737.63567,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
90519.8116,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
177037.8098,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
105500.6388,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
187563.6649,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
217097.7643,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
86329.90249,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
174969.5018,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
169837.8315,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
110097.8126,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
106889.8134,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
163114.0809,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
146576.5758,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
109451.2141,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
78866.77825,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
143275.1338,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
102720.5502,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
70810.08937,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
39659.7125,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
271895.0656,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
120084.1387,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
85941.4697,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
46718.42981,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
116372.993,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
186374.1015,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
178972.748,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
193874.6282,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
107432.9963,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
198177.6266,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
179523.9995,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
78951.66907,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
87522.01077,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
119164.7849,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
80202.73486,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
165946.2657,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
102406.4427,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
55617.00464,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
211657.5851,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
60562.42892,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
137575.4329,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
52682.8335,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
337666.1426,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
71385.61788,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
58860.35656,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
53972.09569,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
51933.8904,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
66700.91112,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
90105.48881,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
192732.2471,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
110342.8317,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
299472.589,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
70760.67671,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
187559.1994,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
99901.98514,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
188879.4699,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
144776.7061,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
104548.4853,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
120837.5017,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
167453.3895,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
35312.20759,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
170045.9552,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
137990.1519,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
89090.29091,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
62212.1177,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
192906.7032,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
140194.6059,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
96320.18702,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
77928.96191,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
146899.2845,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
142272.4121,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
99343.61292,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
75809.83192,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
107894.4439,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
90991.08232,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
57489.96639,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
40294.59852,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
103629.2615,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
109034.4581,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
70708.60639,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
55981.80938,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
232270.655,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
94002.75967,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
91950.41688,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
122140.483,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
166277.3302,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
101708.872,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
117047.25,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
125935.9531,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
178745.3181,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
154033.1239,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
72315.71029,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
164130.3218,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
141569.9728,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
85457.52437,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
106434.4087,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
128105.6044,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
103158.4249,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
91522.45399,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
193076.8101,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
152732.4719,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
116981.0386,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
75444.86534,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
194222.6784,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
148907.4903,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
106117.2385,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
85953.79244,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
127773.2463,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
89082.8815,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
64833.19191,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
41835.68268,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
104939.2845,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
108368.3231,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
80353.90685,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
43275.81306,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
354392.8743,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
155303.2795,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
132402.4119,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
143935.3515,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
405310.9213,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
193715.6277,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
122767.5008,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
166782.1911,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
141860.9904,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
62003.62428,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
172800.0336,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
136290.6285,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
93810.17092,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
84685.0264,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
155817.6741,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
92999.67321,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
68923.47274,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
155319.7376,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
84279.25948,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
49978.85484,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
35991.79974,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
38914.01745,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
99431.93993,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
138947.854,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
124714.4656,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
118290.9527,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
79148.40478,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
90982.28198,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
176485.0706,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
155763.5593,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
126243.0626,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
51553.70322,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
88555.12926,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
87107.56469,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
48562.65607,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
45637.37467,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
168175.5146,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
106668.2904,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
106760.8279,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
75626.49007,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
65260.58558,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
74168.27255,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
55733.11883,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
308763.9797,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
69981.65453,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
53729.53625,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
180694.2121,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
148042.9843,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
85106.00406,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
109455.5703,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
146805.7312,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
80240.44325,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
113383.5107,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
49172.56642,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
89007.67797,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
124167.0652,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
127801.5717,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
83848.36674,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
80280.32101,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
105267.0224,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
119934.6288,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
73111.17062,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
66889.48223,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
80199.81152,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
66979.34707,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
43882.59109,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
39587.92551,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
64291.21413,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
58917.8301,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
47696.82821,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
94329.80595,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
181893.0091,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
100257.6306,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
63598.5944,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
99704.40975,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
115915.8452,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
115699.2619,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
80472.014,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
94534.03301,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
44216.03194,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
119700.0188,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
56836.36138,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
184729.0303,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
224459.6817,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
77067.27636,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
76449.81904,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
147821.7095,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
169487.5877,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
115348.9187,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
71676.75664,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
133969.6938,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
129715.5646,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
96537.1525,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
102459.6454,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
96661.4195,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
76110.85213,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
51788.68739,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
45640.7482,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
92417.73354,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
30025.89748,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
61089.31657,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
90292.02329,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
55356.00016,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
61990.35711,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
56870.02264,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
52135.56213,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
83824.60655,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
41050.72533,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
54682.74805,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
61259.19129,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
56843.42958,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
107713.8094,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
104037.6454,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
139328.8823,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
46097.6843,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
306275.2346,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
69598.30152,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
166509.6999,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
135246.6781,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
148685.1767,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
94846.26278,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
85918.24451,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
46600.792,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
43816.03793,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
105989.5992,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
63053.3665,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
53487.19605,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
30533.22723,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
55239.3864,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
112244.2702,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
173194.9374,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
165588.5706,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
83028.01879,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
132882.816,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
45960.0961,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
68207.45689,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
40072.80531,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
89533.7663,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
91919.67644,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
47512.11327,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
36488.78436,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
119702.4797,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
60171.30048,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
97758.68329,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
57173.4301,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
64215.7246,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
80613.11329,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
39151.53504,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
54561.09941,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
139844.0187,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
58989.86871,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
163755.8327,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
233246.9585,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
187664.2924,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
68448.23787,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
